,english_name,french_name,spanish_name,Country,ISO639-3_codes,endangerment_degree,alternate_names,name_in_the_language,number_of_speakers,Latitude,Longitude,location_description,GDP_per_capita_US_dollars,expenditure_on_research_and_development_GDP_percentage,co2_emissions_percapita_metric_tons,tourist_arrivals_thousands,threatened_species_total_number,expenditure_on_secondary_education,population_mid_year_estimates_millions,international_migrants_number,land_area_thousand_hectars,internet_usage_percentage_of_people,expenditure_on_education_percentage_GDP,expenditure_on_health_percentage_of_GDP,continent,family,language_vitality_level,country_vitality_level,Continent
816,San Francisco del Mar Huave,huave de San Francisco del Mar,huave de San Francisco del Mar,Mexico,hue,Critically endangered,NA,NA,6874,16.3333,-94.5166,"Municipality of San Francisco del Mar, state of Oaxaca",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,North America,Huavean,2,3.846153846,North America
817,Northern East Cree,cree du nord-est,clisteno nororiental,Canada,crl,Vulnerable,NA,NA,6870,53.6916,-78.8011,Spread over 5 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,North America,Algic,5,3.322580645,North America
818,Micmac (Canada),micmac (Canada),micmac (Canadá),Canada,mic,Vulnerable,NA,NA,6850,45.9646,-60.6172,Spread over 32 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,5,3.322580645,North America
819,Northern Tepehuán,tepehuan septentrional,tepehuano septentrional,Mexico,tnp,Definitely endangered,NA,NA,6802,26.4258,-107.2683,Baborigame in the state of Chihuahua,9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,4,3.846153846,North America
820,Miju,miju,miju,China,mxj,Vulnerable,"Keman, Miju Mishmi, Geman Deng",NA,6700,28.1155,96.2896,"Arunachal Pradesh, Lohit and Anjan districts",4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,5,3.587837838,Asia
821,Miju,miju,miju,India,mxj,Vulnerable,"Keman, Miju Mishmi, Geman Deng",NA,6700,28.1155,96.2896,"Arunachal Pradesh, Lohit and Anjan districts",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,5,3.869346734,Asia
822,Rio Grande Keresan,keresan du Rio Grande,queresano de Río Grande,United States of America,NA,Definitely endangered,Keres,NA,6685,35.5147,-106.3655,"Spoken in five pueblos north of Albuquerque, NM:  Zia, Santa Ana, San Felipe, Santo Domingo, and Cochiti.",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,NA,NA,4,2.40969163,Unspecified
823,Western Mazatec,mazatèque occidental,mazateco del oeste,Mexico,NA,Vulnerable,"enna,",NA,6639,18.1351,-96.9057,Municipalities of San Lucas Zoquiapan and San Martín Toxpalan,9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,5,3.846153846,North America
824,Bussa,bussa,busa,Ethiopia,dox,Vulnerable,NA,NA,6624,5.7225,37.1406,NA,300,0.2,0.1,468,120,597,87.64,568748,112925,0.8,4.5,5.5,Africa,Afro-Asiatic,5,3.321428571,Africa
825,Beli,beli,beli,Sudan,blm,Definitely endangered,NA,NA,6600,6.4736,29.2675,NA,1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,NA,NA,4,3.030769231,Africa
826,Chesu,chesu,chesu,China,ych,Definitely endangered,NA,NA,6600,24.4211,102.0459,NA,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,Eurasia,Sino-Tibetan,4,3.587837838,Asia
827,Thuri,thuri,thuri,Sudan,thu,Vulnerable,NA,NA,6600,8.4397,25.4333,"Southern Sudan between Wau and Aweil, between Jur and Lol rivers, on Raga-Nyamlell road, and on Wau-Deim Zubeir road.",1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,Nilotic,5,3.030769231,Africa
828,Karata,karata,karata,Russian Federation,kpt,Definitely endangered,Tokita (dialect),NA,6574,42.5874,46.3348,"nine villages, including Karata and Tokita (Tukita), in Akhvakh County in the Republic of Daghestan",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,4,3.135135135,Europe
829,Saulteau,saulteau,saulteaux,Canada,ojw,Vulnerable,Western Ojibway,NA,6558,50.5573,-98.6562,Spread over 70 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,5,3.322580645,North America
830,Kumāle,kumāle,kumhali,Nepal,kra,Severely endangered,कुमाले; Kumhali; Kumhale; Kumbale; Kumkale; Kumali,NA,6533,27.788,84.548,Gorkhā district,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,NA,NA,3,3.85915493,Asia
831,Lower Northwestern Otomí,bas otomí du nord-est,otomí noroccidental bajo,Mexico,NA,Vulnerable,Otomí de Santiago Mexquititlán,NA,6509,20.1865,-100.1469,"Santiago Mexquititlán Municipality of Amealco, Querétaro",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,5,3.846153846,North America
832,Dimme,dime,dimé,Ethiopia,dim,Vulnerable,NA,NA,6501,5.9548,36.2988,NA,300,0.2,0.1,468,120,597,87.64,568748,112925,0.8,4.5,5.5,NA,NA,5,3.321428571,Africa
833,Chiquitano (Bolivia),chiquitano (État plurinational de Bolivie),Chiquitano (Bolivia),Bolivia (Plurinational State of),cax,Definitely endangered,"Besïro, Chiquito",NA,6500,-16.5835,-61.6113,"In the department of Santa Cruz, Bolivia: provinces of Ñuflo de Chávez, Velasco, Chiquitos, A. Sandoval, Germán Busch.
In the state of Mato Grosso, Brazil. The most active speakers are in the Lomerío area, near the mission town of Concepción.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.128205128,Unspecified
834,Tumtum,tumtum,tumtum,Sudan,tbr,Severely endangered,NA,NA,6500,10.477,30.4321,NA,1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,Kadugli-Krongo,3,3.030769231,Africa
835,Bezhta,bezhta,bejila,Russian Federation,kap,Definitely endangered,Kapucha,NA,6461,42.1369,46.1508,"the villages of Bezhta, Tlyadal, and Khasharkhota in Tsunta County in the Republic of Daghestan",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,4,3.135135135,Europe
836,Thakali,thakali,thakali,Nepal,ths,Vulnerable,थकाली; Tapang; Thaksya,NA,6441,28.7146,83.6478,Kālī Gaṇḍakī river valley,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,Eurasia,Sino-Tibetan,5,3.85915493,Asia
837,Dongotono,dongotono,dongotono,Sudan,ddd,Vulnerable,NA,NA,6219,4.965,35.321,"Southern Sudan, 
Eastern Equatoria Province, 
Dongotono Hills southeast of Torit.",1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,Nilotic,5,3.030769231,Africa
838,Mawé,mawé,mawé-sateré,Brazil,mav,Vulnerable,Sateré-Mawé,NA,6219,-3.8642,-56.7773,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
839,Shor,chor,sorio,Russian Federation,cjs,Severely endangered,NA,NA,6210,53.0544,87.7478,the southern parts of Kemerovo Province and adjacent regions,10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Turkic,3,3.135135135,Europe
840,Central Tlapanec,tlapanèque cental,tlapaneco central,Mexico,NA,Vulnerable,NA,NA,6191,17.2624,-98.7482,"Municipality of Tlacoapa, state of Guerrero",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,5,3.846153846,North America
841,Oji-Cree,oji-cree,oyi-clisteno,Canada,ojs,Vulnerable,Severn Ojibway; Anishininiimowin,NA,6110,53.8141,-94.8977,Spread over 18 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,5,3.322580645,North America
842,Keiga,keiga,keiga,Sudan,kec,Severely endangered,NA,NA,6072,11.3184,29.696,NA,1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,Kadugli-Krongo,3,3.030769231,Africa
843,Ampibabo Lauje,ampibabo-lauje,lauje,Indonesia,law,Vulnerable,Lauje,NA,6000,0.3295,120.1904,Sulawesi,3122,0.1,1.6,7003,1142,8179,241.83,307487,181157,10.9,2.8,3,NA,NA,5,3.577181208,Asia
844,Cashinahua (Brazil),cashinahua (Brésil),cashinahua (Brasil),Brazil,cbs,Vulnerable,"Kaxinawá, Caxinauá, Cashinahuá, Huni-Kuin (auto-denominação)",NA,6000,-9.2603,-71.5304,"The group lives in Indigenous Lands: Alto Rio Purus; Igarapé do Caucho; Katukina/Kaxinawá; Kaxinawá do Baixo Rio Jordão; Kaxinawá do Rio Humaitá; Kaxinawá do Baixo Rio Jordão; Kaxinawá do Seringal Curralinho; Kaxinawá Nova Olinda; Kaxinawá/ Ashaninka do Rio Breu - Acre State - Brazil.
Peru: villages Balta, Colombiana and San Martin
Brazil: Mucuripe
",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
845,Geji cluster,groupe geji,grupo geji,Nigeria,gji,Severely endangered,NA,NA,6000,10.196,9.5581,NA,2292,0.1,0.4,1555,297,4047,158.5,990494,91077,11.5,NA,3.3,NA,NA,3,2.655172414,Africa
846,Mbya Guarani (Brazil),mbyá guarani (Brésil),guaraní mbyá (Brasil),Brazil,gun,Vulnerable,Guarani M'byá,NA,6000,-30.1451,-50.625,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
847,Moklen,moklen,moklen,Myanmar,mwt,Definitely endangered,"Moken, Saloun, Chao Thalee, Thai Mai",NA,6000,8.1953,98.3036,NA,886,0.2,0.2,792,249,674,50.6,76414,65326,0.3,0.8,1.9,Eurasia,Austronesian,4,2.964285714,Asia
848,Moklen,moklen,moklen,Thailand,mwt,Definitely endangered,"Moken, Saloun, Chao Thalee, Thai Mai",NA,6000,8.1953,98.3036,NA,5076,0.2,3.3,15936,477,2009,67.2,3234381,51089,22.4,4.8,3.4,Eurasia,Austronesian,4,3.5,Asia
849,Nauruan,nauruan,nauruano,Nauru,nau,Severely endangered,NA,NA,6000,-0.53,166.9221,Nauru Island,5925,NA,NA,NA,74,0,0.01,906,2,62.4,4.2,13.2,NA,NA,3,3,Oceania
850,Nheengatu / Yeral (Brazil),nheengatú / yeral (Brésil),nheengatú  (Brasil),Brazil,yrl,Severely endangered,Yeral in Venezuela.  Língua Geral Amazônica or Nheengatú in Brazil.,NA,6000,-0.4833,-67.0166,"There are a number of dialects of Nheengatu, the dialect of the Upper Rio Negro (the Middle Rio Negro is similar) being much more known.",11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,3,3.747368421,South America
851,Parachi,parachi,parachí,Afghanistan,prc,Definitely endangered,NA,NA,6000,34.4658,68.637,"Villages in Nijrau,Tagau, Pachaghan, Shutul, Ghujula in Hindu Kush Valley near Kabul. Afghanistan",504,NA,NA,NA,34,567,29.19,102276,65286,4,3.5,8.6,Eurasia,Indo-European,4,3.695652174,Asia
852,Quechua of San Martín,quechua de San Martín,quechua de San Martín,Peru,qsa,Severely endangered,Quechua Lamista. Lamas Quechua.,NA,6000,-6.5336,-76.4428,"En el departamento de  San Martín, provincia de  Lamas, poblado de Wayqo, entre otros.",5082,0.2,1.4,2299,551,896,29.03,104706,128000,34.8,2.9,4.7,NA,NA,3,3.209677419,South America
853,Sawkna,sawkna,sokna,Libyan Arab Jamahiriya,swn,Critically endangered,"Sawknah,  Sokna",NA,6000,27.252,17.7539,"According to Ethnologue, the language is spoken in the Tripolitania region.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.333333333,Unspecified
854,Sulung,sulung,sulung,China,suv,Definitely endangered,Puroik,NA,6000,27.839,92.8784,"Arunachal Pradesh, northeast corner of East Kameng Dt.",4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,4,3.587837838,Asia
855,Sulung,sulung,sulung,India,suv,Definitely endangered,Puroik,NA,6000,27.839,92.8784,"Arunachal Pradesh, northeast corner of East Kameng Dt.",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,4,3.869346734,Asia
856,Tindi,tindi,tindi,Russian Federation,tin,Definitely endangered,NA,NA,6000,42.466,46.1453,"the villages of Tindi, Angida, Aknada, Echeda, and Tissi in Tsumada County in the Republic of Daghestan",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,4,3.135135135,Europe
857,Western Apache,apache occidental,apache occidental,United States of America,apw,Definitely endangered,Coyotero,NA,6000,33.2563,-110.4637,"speakers are located in Arizona at five locations: San Carlos Apache Reservation, Ft. Apache Reservation, Tonto Reservation (Payson), Ft. McDowell Reservation (Scottsdale), Camp Verde Reservation",48516,2.7,17.3,60010,1152,11868,309.01,44183643,914742,71.7,5,16.3,North America,Athabaskan-Eyak-Tlingit,4,2.40969163,Unspecified
858,Yanomami (Brazil),yanomami (Brésil),yanomamö (Brasil),Brazil,wck,Vulnerable,Yanomámi,NA,6000,3.0746,-63.457,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
859,Yazgulami,yazgulâmi,yazgulamí,Tajikistan,yah,Severely endangered,"язгуломи, Yazgulyami",NA,6000,38.1982,71.4276,"Yazgulam valley, Vanj district, Gorno Badakhshan Autonomous Region, Tajikistan",750,0.1,0.3,160,40,206,7.53,279808,13996,11.6,4,5.7,NA,NA,3,3.545454545,Asia
860,Chantyal,chantyal,chantel,Nepal,chx,Definitely endangered,छन्त्याल; Chantel; Chhantyal; Chhantel,NA,5912,28.4493,83.4054,Myāgdī district.,603,0.3,0.2,603,93,1090,27.01,581889,14335,7.9,3.8,5,Eurasia,Sino-Tibetan,4,3.85915493,Asia
861,Mortlockese,mortlock,mortlock,Micronesia (Federated States of),mrl,Definitely endangered,NA,NA,5904,5.5811,153.5668,Mortlock Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Papunesia,Austronesian,4,3.153846154,Unspecified
862,Baníwa do Içana,baniwa de l'Içana,baniwa,Brazil,bwi,Vulnerable,"Baniua, Baniva, Walimanai, Wakuenai",NA,5811,1.2743,-68.291,NA,11286,1.2,1.9,5161,773,9284,195.71,592640,835814,40.7,5.6,7.9,NA,NA,5,3.747368421,South America
863,Baníwa do Içana,baniwa de l'Içana,baniwa,Colombia,bwi,Vulnerable,"Baniua, Baniva, Walimanai, Wakuenai",NA,5811,1.2743,-68.291,NA,6337,0.2,1.3,1405,681,1398,45.22,130309,110950,36.5,4.8,7.1,NA,NA,5,3.492753623,South America
864,Baníwa do Içana,baniwa de l'Içana,baniwa,Venezuela (Bolivarian Republic of),bwi,Vulnerable,"Baniua, Baniva, Walimanai, Wakuenai",NA,5811,1.2743,-68.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.676470588,Unspecified
865,"Akawaio (Guyana, Venezuela)","akawaio (Guyane, République bolivarienne du Venezuela)","akawaio (Guyana, Venezuela)",Guyana,ake,Definitely endangered,"Kapon (autodenomination shared with the Patamona), Ingarikó",NA,5800,5.3753,-60.5126,"Mainly in the Mazaruni River Basin (Guyana), also in Gran Sabana region of Venezuela (state of Bolívar).",4581,NA,NA,152,69,25,0.75,8182,19685,29.9,3.6,5.9,NA,NA,4,3.666666667,South America
866,"Akawaio (Guyana, Venezuela)","akawaio (Guyane, République bolivarienne du Venezuela)","akawaio (Guyana, Venezuela)",Venezuela (Bolivarian Republic of),ake,Definitely endangered,"Kapon (autodenomination shared with the Patamona), Ingarikó",NA,5800,5.3753,-60.5126,"Mainly in the Mazaruni River Basin (Guyana), also in Gran Sabana region of Venezuela (state of Bolívar).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.676470588,Unspecified
867,Akhvakh,akhvakh,ajvaj,Russian Federation,akv,Definitely endangered,NA,NA,5793,42.472,46.3238,"six villages in Akhvakh County and the villages of Ratlub, Tlyanub, and Tsegob in Kakhib County in the Republic of Daghestan in the Russian Federation; expatriate community of Akhvakh-dere in Kuba (Quba) County in Azerbaijan",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,4,3.135135135,Europe
868,Veps,veps,vepsio,Russian Federation,vep,Severely endangered,“Vepsian”,NA,5753,60.3269,34.8046,"three dialect areas: Northern Veps:  the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozh’ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Uralic,3,3.135135135,Europe
869,Qikiqtaaluk nigiani,nigiani de Qikiqtaaluk,qikiqtaaluk nigiani,Canada,ike,Vulnerable,"South Baffin, Eastern Canadian Inuktitut",NA,5740,63.7577,-68.5178,Spread over 5 communities in Canada,47361,1.8,15.5,16219,77,1812,34.15,6761226,896559,80.3,5.3,10.7,NA,NA,5,3.322580645,North America
870,Sipakapense,sipakapense,sipacapense,Guatemala,qum,Definitely endangered,Sipacapeño,NA,5687,15.2121,-91.6335,Sipacapa in the municipality of San Marcos,2781,0,0.7,1119,230,351,14.63,66386,10716,10.5,2.8,6.1,NA,NA,4,4.347826087,North America
871,Bribri (Costa Rica),bribri (Costa Rica),talamanca (Costa Rica),Costa Rica,bzd,Vulnerable,NA,NA,5647,9.5596,-83.3073,"Southern Atlantic and Pacific slopes of Talamanca range according to Constenla; Cantón of Talamanca, Limón province; cantón of Buenos aires, Punta Arenas province according to Ethnologue",8142,0.5,1.4,2100,285,127,4.58,405779,5106,36.5,6.6,8.1,NA,NA,5,3.375,North America
872,Bainouk-Gunyaamolo,bainouk-gunyaamolo,bainuko-gunyaamolo,Senegal,bcz,Vulnerable,NA,NA,5635,12.7421,-16.1141,NA,1319,0.4,0.4,900,82,131,12.68,256092,19253,8,5.2,4,NA,NA,5,4.266666667,Africa
873,Kwatay,kwatay,kwatay,Senegal,cwt,Severely endangered,Kuwaataay,NA,5625,12.4204,-16.7596,NA,1319,0.4,0.4,900,82,131,12.68,256092,19253,8,5.2,4,NA,NA,3,4.266666667,Africa
874,Baheng (Viet Nam),baheng (Viet Nam),baheng (Vietnam),Viet Nam,pha,Vulnerable,"Pa Hng, Pa Then",NA,5569,22.8166,106.35,NA,1318,0.2,1.4,5050,424,NA,87.97,61756,31007,30.7,5.1,6,NA,NA,5,3.821428571,Unspecified
875,Central Zoque,zoque central,zoqué central,Mexico,NA,Definitely endangered,NA,NA,5500,17.0965,-93.2095,"Municipalities of Copainalá, Ostuacán, Tecpatlán, state of Chiapas",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,NA,NA,4,3.846153846,North America
876,Dameli,dameli,damelí,Pakistan,dml,Severely endangered,"Damel, Damedi, Damia, Gudoji",NA,5500,35.578,71.8684,"Damel valley, sourthern Chitral district, NWFP, Pakistan",973,0.4,0.7,907,109,4154,179.42,3943681,77088,8,2.3,2.6,Eurasia,Indo-European,3,4.037037037,Asia
877,Sak (Bangladesh),sak (Bangladesh),sak (Bangladesh),Bangladesh,ckh,Severely endangered,Chak,NA,5500,21.5041,92.2055,NA,776,NA,0.3,303,122,5018,147.58,1345546,13017,3.7,1.9,2.5,NA,NA,3,4.4,Asia
878,Yidgha,yidgha,munyaní,Pakistan,ydg,Definitely endangered,"Yudgha, Yudga, Yidga, Lutkuhwar",NA,5500,36.0024,71.6006,"Lutkuh Valley of Chitral, west of Garam Chishma in Chitral district, NWFP, Pakistan",973,0.4,0.7,907,109,4154,179.42,3943681,77088,8,2.3,2.6,Eurasia,Indo-European,4,4.037037037,Asia
879,Southeastern Tarahumara,tarahumara du sud-est,tarahumara suroriental,Mexico,tcu,Vulnerable,rarámari raicha,NA,5406,26.0891,-106.9645,Localities of Chinatú and others in the municipality of Guadalupe y Calvo in the state of Chihuahua,9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,North America,Uto-Aztecan,5,3.846153846,North America
880,Chimané,chimané,chimané,Bolivia (Plurinational State of),cas,Vulnerable,Tsimané,NA,5300,-15.2629,-66.8518,"Near San Borja, province of Ballivián, department of Bení (Bolivia).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3.128205128,Unspecified
881,Dilling,dilling,dillingo,Sudan,dil,Definitely endangered,"Delen, Warki, Warkimbe",NA,5295,12.0178,29.663,NA,1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,Nubian,4,3.030769231,Africa
882,San Dionisio del Mar Huave,huave de San Dionisio,huave de San Dionisio del Mar,Mexico,hve,Definitely endangered,NA,NA,5165,16.3166,-94.75,"Municipality of San Dionisio del Mar, state of Oaxaca",9271,0.5,3.9,23290,943,4055,114.09,969710,194395,31.1,5.2,6,North America,Huavean,4,3.846153846,North America
883,Lafofa,lafofa,lafofa,Sudan,laf,Severely endangered,NA,NA,5140,10.3716,30.6243,NA,1584,0.3,0.3,495,112,754,34.55,618709,184923,16.7,2.2,5.1,Africa,NA,3,3.030769231,Africa
884,Akeu,akeu,akeu,Lao People's Democratic Republic,aeu,Definitely endangered,Akeu Akha,NA,5000,21.5833,101.0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eurasia,Sino-Tibetan,4,3.8125,Unspecified
885,Akeu,akeu,akeu,Myanmar,aeu,Definitely endangered,Akeu Akha,NA,5000,21.5833,101.0166,NA,886,0.2,0.2,792,249,674,50.6,76414,65326,0.3,0.8,1.9,Eurasia,Sino-Tibetan,4,2.964285714,Asia
886,Akeu,akeu,akeu,Thailand,aeu,Definitely endangered,Akeu Akha,NA,5000,21.5833,101.0166,NA,5076,0.2,3.3,15936,477,2009,67.2,3234381,51089,22.4,4.8,3.4,Eurasia,Sino-Tibetan,4,3.5,Asia
887,Anung (China),anong (Chine),anung (China),China,nun,Critically endangered,"Nung, Kwinpang Anong",NA,5000,26.7368,98.7766,NA,4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,2,3.587837838,Asia
888,Bagvalal,bagvalal,bagvalal,Russian Federation,kva,Definitely endangered,Bagulal; Kvanada; багулальский; кванадинский,NA,5000,42.5247,46.192,"the villages of Khushtada, Tlondoda, Kvanada, and Gemerso in Tsumada County and the villages of Tlissi and Tlibisho in Akhvakh County as well as in a number of expatriate communities elsewhere in the Republic of Daghestan",10732,1.1,10.7,22281,126,3210,143.48,11194710,1637687,43,4.1,5,Eurasia,Nakh-Daghestanian,4,3.135135135,Europe
889,Bambassi,bambassi,bambeshi,Ethiopia,myf,Definitely endangered,"Bambeshi, Mao",NA,5000,9.7469,34.7662,NA,300,0.2,0.1,468,120,597,87.64,568748,112925,0.8,4.5,5.5,Africa,Blue Nile Mao,4,3.321428571,Africa
890,Barí,barí,motilón,Colombia,mot,Vulnerable,Dobocubi. Motilones (not to be confused with the Yukpa).,NA,5000,9.0261,-73.2678,"Sierra de Motilones and Catatumbo river area (state of Norte de Santander, Colombia; state of Zuilia, Venezuela).",6337,0.2,1.3,1405,681,1398,45.22,130309,110950,36.5,4.8,7.1,South America,Chibchan,5,3.492753623,South America
891,Bartangi,bartangi,bartangí,Tajikistan,sgh,Severely endangered,бартанги,NA,5000,38.048,71.8286,Bartang valley of Rushan district in Gorno Badakhshan Autonomous Region of Tajikistan.,750,0.1,0.3,160,40,206,7.53,279808,13996,11.6,4,5.7,Eurasia,Indo-European,3,3.545454545,Asia
892,Bokar,bokar,bokar,China,adi,Vulnerable,Adi,NA,5000,28.8735,94.3807,"scattered villages in West Siang Dt., west of Tuting.",4447,1.7,5.9,55664,859,44693,1368.81,849861,942470,34.3,NA,4.2,NA,NA,5,3.587837838,Asia
893,Bokar,bokar,bokar,India,adi,Vulnerable,Adi,NA,5000,28.8735,94.3807,"scattered villages in West Siang Dt., west of Tuting.",1353,0.8,1.3,5776,758,48266,1234.28,5574018,297319,7.5,3.4,3.3,NA,NA,5,3.869346734,Asia
894,Brokpa,brokpa,sagtenpa,Bhutan,sgt,Definitely endangered,Brokpake; Sagtenpa,NA,5000,27.3766,91.9981,"Sakteng valley, ’Wangdi Phodr’a district",2313,NA,NA,41,59,13,0.69,48420,3812,13.6,4.1,3.5,NA,NA,4,4.526315789,Asia
